target,setsize,dyn,resp,rt,sub,exp,correct
Absent,12,Dynamic,2,2.94775390727955,4,1,1
Present,8,Dynamic,1,0.630077508336399,4,1,1
Absent,8,Dynamic,2,1.74775516537375,4,1,1
Present,16,Dynamic,1,1.81835148465143,4,1,1
Absent,12,Dynamic,2,2.04185297064032,4,1,1
Absent,16,Dynamic,2,2.5006675622044,4,1,1
Absent,16,Dynamic,2,2.5124550170076,4,1,1
Present,16,Dynamic,1,1.3830227259059,4,1,1
Present,12,Dynamic,1,1.15948665450378,4,1,1
Absent,16,Dynamic,2,3.30068465157456,4,1,1
Absent,8,Dynamic,2,2.99479654216157,4,1,1
Absent,8,Dynamic,2,2.47714589657153,4,1,1
Present,8,Dynamic,1,1.08891865756414,4,1,1
Absent,16,Dynamic,2,2.99480973929349,4,1,1
Present,12,Dynamic,1,1.23007190689168,4,1,1
Present,12,Dynamic,1,1.5124204366075,4,1,1
Absent,8,Dynamic,2,2.70073442668945,4,1,1
Absent,12,Dynamic,2,2.13597916140498,4,1,1
Present,8,Dynamic,1,1.57131960122024,4,1,1
Present,8,Dynamic,1,0.65359956726752,4,1,1
Absent,16,Dynamic,2,2.99477917944751,4,1,1
Present,16,Dynamic,1,0.70066286297515,4,1,1
Present,16,Dynamic,1,1.38301432290064,4,1,1
Present,8,Dynamic,1,0.771264823799356,4,1,1
Present,12,Dynamic,1,1.53597773756701,4,1,1
Absent,12,Dynamic,2,2.41833395386129,4,1,1
Present,12,Dynamic,1,1.14771369836308,4,1,1
Absent,12,Dynamic,2,2.59478347501499,4,1,1
Absent,8,Dynamic,2,2.28890399883676,4,1,1
Present,16,Dynamic,1,2.39475453849809,5,1,1
Absent,16,Dynamic,1,2.24183713201273,5,1,0
Present,16,Dynamic,1,0.935990914984359,5,1,1
Absent,16,Dynamic,1,2.24183237998841,5,1,0
Present,8,Dynamic,1,1.10065568030768,5,1,1
Absent,8,Dynamic,2,2.7712936924836,5,1,1
Absent,16,Dynamic,2,3.66538889401272,5,1,1
Present,8,Dynamic,1,2.0418143833831,5,1,1
Present,8,Dynamic,1,1.15950707005868,5,1,1
Absent,12,Dynamic,2,1.81832868356287,5,1,1
Absent,12,Dynamic,1,1.53596844504136,5,1,0
Absent,8,Dynamic,2,2.53597236435053,5,1,1
Present,12,Dynamic,1,0.783004253129548,5,1,1
Absent,16,Dynamic,1,1.88891524416795,5,1,0
Absent,8,Dynamic,2,2.48891175792414,5,1,1
Present,8,Dynamic,1,2.31242780473258,5,1,1
Absent,16,Dynamic,1,1.0535809117082,5,1,0
Absent,12,Dynamic,1,0.959478166289045,5,1,0
Present,12,Dynamic,1,0.71242691020052,5,1,1
Absent,8,Dynamic,2,0.818299303955428,5,1,1
Present,16,Dynamic,1,0.418315072411133,5,1,1
Present,8,Dynamic,2,1.21831375684087,5,1,0
Absent,8,Dynamic,2,1.03007793171128,5,1,1
Present,16,Dynamic,1,0.594787890544467,5,1,1
Present,12,Dynamic,1,0.559521726114326,5,1,1
Absent,12,Dynamic,1,0.441890756259454,5,1,0
Present,16,Dynamic,1,2.55952276366588,5,1,1
Absent,12,Dynamic,2,1.94772403880233,5,1,1
Present,12,Dynamic,1,0.583022510374576,5,1,1
Present,12,Dynamic,1,1.006547464096,5,1,1
Absent,16,Static,2,3.28899430097954,5,1,1
Absent,12,Static,1,0.865363311411784,5,1,0
Present,12,Static,1,2.18301887376401,5,1,1
Present,12,Static,1,1.06540984822641,5,1,1
Absent,16,Static,2,2.48893969899291,5,1,1
Absent,8,Static,2,0.818320598671562,5,1,1
Absent,8,Static,2,1.06530280256084,5,1,1
Present,16,Static,1,1.28894878634674,5,1,1
Absent,12,Static,2,2.46542531627711,5,1,1
Absent,16,Static,2,2.18304439186977,5,1,1
Absent,16,Static,2,1.73595887382908,5,1,1
Present,12,Static,1,0.63007558092977,5,1,1
Present,12,Static,1,1.04180483723212,5,1,1
Absent,8,Static,1,0.794813804292062,5,1,0
Absent,12,Static,2,1.20654600584203,5,1,1
Absent,12,Static,2,1.38299486236247,5,1,1
Present,8,Static,1,0.688885174864481,5,1,1
Absent,12,Static,2,2.06539601920849,5,1,1
Present,16,Static,1,0.865370774439725,5,1,1
Present,16,Static,1,0.877127864547219,5,1,1
Present,16,Static,1,1.28887498479708,5,1,1
Present,12,Static,1,1.19479682251585,5,1,1
Present,8,Static,1,0.853610356476565,5,1,1
Present,8,Static,1,0.594773021633955,5,1,1
Absent,8,Static,2,1.48895378631278,5,1,1
Present,8,Static,1,0.712370875020497,5,1,1
Present,16,Static,1,1.21831778441629,5,1,1
Present,8,Static,1,0.641840530037371,5,1,1
Absent,8,Static,2,0.994763112255896,5,1,1
Absent,16,Static,2,1.65358301688866,5,1,1
Absent,12,Dynamic,1,1.71245892896513,5,1,0
Absent,12,Dynamic,1,1.35950202264212,5,1,0
Present,16,Dynamic,1,0.512410612440362,5,1,1
Absent,16,Dynamic,1,1.28893436119506,5,1,0
Present,12,Dynamic,1,1.35949242636889,5,1,1
Present,12,Dynamic,1,1.08893955864733,5,1,1
Present,8,Dynamic,2,1.21830491241781,5,1,0
Absent,16,Dynamic,1,1.64185523654851,5,1,0
Present,8,Dynamic,1,1.11242319104895,5,1,1
Present,12,Dynamic,2,1.20656191731541,5,1,0
Absent,16,Dynamic,2,1.86537288730324,5,1,1
Absent,16,Dynamic,2,2.21832847070436,5,1,1
Absent,8,Dynamic,1,1.1242073423964,5,1,0
Absent,12,Dynamic,2,1.30065747739354,5,1,1
Present,8,Dynamic,1,0.912395500263301,5,1,1
Present,16,Dynamic,1,1.20659166816949,5,1,1
Absent,8,Dynamic,2,2.91244496962463,5,1,1
Absent,8,Dynamic,2,1.52416593820817,5,1,1
Present,16,Dynamic,1,0.853584094538746,5,1,1
Present,8,Dynamic,1,0.677126584063444,5,1,1
Present,8,Dynamic,2,2.5595636114831,5,1,0
Absent,16,Dynamic,2,4.37128458006737,5,1,1
Absent,8,Dynamic,2,3.23010754723327,5,1,1
Present,12,Dynamic,1,1.11244093703863,5,1,1
Present,12,Dynamic,1,0.900708174442116,5,1,1
Absent,8,Dynamic,2,2.68891761733903,5,1,1
Absent,12,Dynamic,2,3.1359951757986,5,1,1
Present,16,Dynamic,1,2.13595171889574,5,1,1
Absent,12,Dynamic,1,2.87757755578605,5,1,0
Present,16,Dynamic,2,2.63011902279686,5,1,0
Present,12,Dynamic,1,1.12417787022787,5,1,1
Present,8,Dynamic,1,0.559488982897165,5,1,1
Present,16,Dynamic,1,1.11242266241607,5,1,1
Absent,8,Dynamic,2,3.13601419224688,5,1,1
Absent,8,Dynamic,2,1.61833455066153,5,1,1
Absent,16,Dynamic,1,2.28895772099349,5,1,0
Absent,8,Dynamic,2,2.59480710046773,5,1,1
Present,16,Dynamic,2,4.20660076053719,5,1,0
Absent,12,Dynamic,2,1.39480675194318,5,1,1
Absent,16,Dynamic,2,2.06538790424383,5,1,1
Present,16,Dynamic,1,1.25360596834798,5,1,1
Present,12,Dynamic,1,1.34775032580183,5,1,1
Present,12,Dynamic,1,1.86538446311351,5,1,1
Present,16,Dynamic,2,4.05363834299169,5,1,0
Present,8,Dynamic,1,3.38302435223886,5,1,1
Absent,16,Dynamic,2,2.35951232531988,5,1,1
Present,8,Dynamic,1,2.90068662910744,5,1,1
Absent,8,Dynamic,2,1.10069541071061,5,1,1
Present,16,Dynamic,2,1.80655143419426,5,1,0
Absent,16,Dynamic,1,1.84184169055879,5,1,0
Absent,12,Dynamic,2,0.88888962080091,5,1,1
Present,12,Dynamic,1,0.865348652685498,5,1,1
Absent,16,Dynamic,1,0.983007425935284,5,1,0
Present,8,Dynamic,2,0.947716292079349,5,1,0
Present,12,Dynamic,1,0.641853950717632,5,1,1
Absent,12,Dynamic,1,0.747730835188122,5,1,0
Absent,8,Dynamic,2,0.688935599240722,5,1,1
Absent,12,Dynamic,2,0.700671176093238,5,1,1
Present,8,Dynamic,2,1.63006968876653,5,1,0
Absent,12,Dynamic,2,0.806639806256499,5,1,1
Absent,16,Dynamic,2,1.01830590485952,5,1,1
Present,8,Dynamic,1,1.04184087588874,5,1,1
Absent,8,Dynamic,2,0.971251197946913,5,1,1
Absent,16,Dynamic,2,0.712440137738668,5,1,1
Present,16,Dynamic,1,0.159472056258892,5,1,1
Absent,12,Dynamic,1,0.53593849369463,5,1,0
Present,16,Dynamic,2,0.712439661567259,5,1,0
Absent,8,Dynamic,1,1.18300334556261,5,1,0
Present,8,Dynamic,1,1.05360470758023,5,1,1
Present,16,Dynamic,1,1.01834060288274,5,1,1
Present,12,Dynamic,1,0.688898495298417,5,1,1
Absent,12,Dynamic,2,1.00651857302364,5,1,1
Present,12,Dynamic,1,0.747754922107561,5,1,1
Present,16,Dynamic,1,0.748217342328644,5,1,1
Absent,16,Dynamic,2,1.05360771497908,5,1,1
Present,12,Dynamic,1,1.10066858204482,5,1,1
Absent,12,Dynamic,2,3.37126434294987,5,1,1
Present,8,Dynamic,1,0.88890126444312,5,1,1
Absent,8,Dynamic,1,0.900666131015896,5,1,0
Present,8,Dynamic,1,0.453596123797979,5,1,1
Present,16,Dynamic,2,0.665386197713815,5,1,0
Absent,16,Dynamic,2,0.583021645581539,5,1,1
Absent,8,Dynamic,1,0.00652029258708353,5,1,0
Present,12,Dynamic,1,0.324190042505506,5,1,1
Absent,8,Dynamic,1,0.288892144675629,5,1,0
Absent,16,Dynamic,1,0.653603780299818,5,1,0
Present,12,Dynamic,1,0.653616010386031,5,1,1
Absent,12,Dynamic,1,0.535958813681646,5,1,0
Absent,12,Dynamic,2,3.4183446127463,5,1,1
Present,8,Dynamic,1,1.33596711142854,5,1,1
Absent,16,Dynamic,1,3.65360592824982,5,1,0
Absent,16,Dynamic,2,1.41833368586776,5,1,1
Present,8,Dynamic,2,0.959493817457769,5,1,0
Absent,8,Dynamic,2,2.512430616649,5,1,1
Present,8,Dynamic,1,2.33597073801502,5,1,1
Absent,12,Dynamic,1,0.912439887122673,5,1,0
Present,16,Dynamic,1,0.512491967572714,5,1,1
Present,16,Dynamic,1,0.465365892761838,5,1,1
Present,16,Dynamic,1,0.688989546952143,5,1,1
Absent,8,Dynamic,1,0.183030101383338,5,1,0
Absent,16,Dynamic,1,1.25359646730976,5,1,0
Present,16,Dynamic,2,0.806524780960899,5,1,0
Absent,12,Dynamic,1,0.606557185676138,5,1,0
Absent,8,Dynamic,2,0.559508350541364,5,1,1
Absent,16,Dynamic,1,0.759540870541969,5,1,0
Present,12,Dynamic,1,0.877197856727435,5,1,1
Absent,8,Dynamic,1,1.00654773743372,5,1,0
Present,12,Dynamic,1,0.359535602581673,5,1,1
Absent,12,Dynamic,-1,4.994190122703,5,1,0
Present,8,Dynamic,1,1.01833804425587,5,1,1
Present,16,Dynamic,1,1.65360885277914,5,1,1
Present,12,Dynamic,1,2.88893704245856,5,1,1
Absent,12,Dynamic,2,2.81833345262748,5,1,1
Absent,12,Dynamic,2,3.24187094252011,5,1,1
Absent,16,Dynamic,2,2.9477695805017,5,1,1
Present,12,Dynamic,1,1.06533187374225,5,1,1
Present,12,Dynamic,-1,4.99419844550903,5,1,0
Present,8,Dynamic,1,0.853645578123178,5,1,1
Absent,8,Dynamic,1,1.78303770542152,5,1,0
Present,8,Dynamic,1,1.87713364610318,5,1,1
Absent,12,Static,2,2.81830109068142,5,1,1
Present,16,Static,1,0.841828710961636,5,1,1
Absent,8,Static,2,1.65362793238091,5,1,1
Present,12,Static,1,0.724187032434202,5,1,1
Present,16,Static,1,0.959692756847289,5,1,1
Absent,16,Static,1,0.712434779556133,5,1,0
Present,8,Static,1,0.8889050764883,5,1,1
Present,16,Static,2,2.47716154740738,5,1,0
Present,8,Static,1,0.877197298019382,5,1,1
Present,12,Static,1,1.23009012938564,5,1,1
Absent,8,Static,2,2.11242176754786,5,1,1
Absent,8,Static,2,1.10067784015519,5,1,1
Present,8,Static,1,0.630147530257091,5,1,1
Present,16,Static,1,0.618234298708558,5,1,1
Present,8,Static,1,1.0419013499868,5,1,1
Absent,16,Static,2,2.54775376158796,5,1,1
Absent,8,Static,2,1.33599447373854,5,1,1
Present,12,Static,1,0.900662271520559,5,1,1
Absent,16,Static,2,2.4065568020651,5,1,1
Absent,16,Static,2,1.54771264042756,5,1,1
Absent,16,Static,2,1.4888385327904,5,1,1
Absent,12,Static,2,1.15946842732956,5,1,1
Absent,8,Static,2,0.759511545735222,5,1,1
Present,12,Static,1,0.747727692456465,5,1,1
Present,12,Static,1,1.01834266796322,5,1,1
Present,8,Static,1,0.618299551897508,5,1,1
Absent,12,Static,2,1.97126830001798,5,1,1
Absent,12,Static,2,1.40654996290868,5,1,1
Present,16,Static,1,1.45362737333744,5,1,1
Absent,12,Static,2,1.74768606271573,5,1,1
Present,8,Static,1,0.830098747919692,5,1,1
Present,12,Static,1,0.806564045218693,5,1,1
Present,12,Static,1,0.653568465759236,5,1,1
Absent,12,Static,2,1.73602281111562,5,1,1
Present,8,Static,1,1.19479227399279,5,1,1
Absent,16,Static,2,1.75947475289104,5,1,1
Absent,16,Static,2,1.6771440443481,5,1,1
Absent,12,Static,2,2.23010548215279,5,1,1
Absent,8,Static,2,1.21832946782342,5,1,1
Present,16,Static,1,0.759485865228271,5,1,1
Absent,16,Static,2,1.47714202437965,5,1,1
Absent,16,Static,2,1.65362941836975,5,1,1
Absent,16,Static,2,1.23016621889838,5,1,1
Absent,8,Static,2,0.653609136141313,5,1,1
Present,12,Static,1,1.06537770181239,5,1,1
Absent,12,Static,2,1.3359796950499,5,1,1
Present,8,Static,1,0.759565646489136,5,1,1
Present,8,Static,1,0.571267578241532,5,1,1
Present,12,Static,1,0.535953701104518,5,1,1
Present,8,Static,2,0.794790928350267,5,1,0
Absent,12,Static,2,2.33603951219993,5,1,1
Present,16,Static,1,1.45360983018145,5,1,1
Absent,8,Static,2,1.19480069237034,5,1,1
Present,12,Static,1,0.606552616769477,5,1,1
Absent,8,Static,2,1.00654976976693,5,1,1
Absent,12,Static,2,2.63009257272824,5,1,1
Present,16,Static,1,0.90066826392831,5,1,1
Present,16,Static,1,1.30055923304644,5,1,1
Absent,8,Static,2,1.21832310984973,5,1,1
Present,16,Static,1,0.806572310217234,5,1,1
Present,12,Static,1,0.818277194564871,5,1,1
Present,8,Static,1,0.806562456307802,5,1,1
Absent,12,Static,2,2.23009316919706,5,1,1
Present,16,Static,1,0.771285552458721,5,1,1
Absent,16,Static,2,2.30069702969377,5,1,1
Absent,8,Static,2,1.78301913975156,5,1,1
Present,16,Static,1,0.912407158944916,5,1,1
Absent,12,Static,2,1.53597265005192,5,1,1
Absent,16,Static,2,2.04186699280217,5,1,1
Present,12,Static,1,1.18300741557505,5,1,1
Present,16,Static,1,0.630081963963676,5,1,1
Present,12,Static,1,0.606514079634508,5,1,1
Absent,8,Static,2,1.54772980532107,5,1,1
Absent,12,Static,2,2.15956308752902,5,1,1
Present,8,Static,1,0.759499691908786,5,1,1
Present,8,Static,1,0.98305041401909,5,1,1
Present,16,Static,1,1.30069946301228,5,1,1
Absent,16,Static,2,2.44187205024355,5,1,1
Present,16,Static,1,0.630067125128335,5,1,1
Present,8,Static,1,0.66536112068934,5,1,1
Absent,12,Static,2,1.79479713094042,5,1,1
Present,8,Static,1,0.583039181385175,5,1,1
Absent,8,Static,2,1.07715299369738,5,1,1
Absent,16,Static,2,2.30065765282598,5,1,1
Present,12,Static,1,0.900656399742729,5,1,1
Absent,16,Static,2,2.06534892335185,5,1,1
Absent,12,Static,2,1.39480597770489,5,1,1
Present,12,Static,1,1.01830725584841,5,1,1
Absent,8,Static,2,1.10067818600328,5,1,1
Absent,8,Static,2,1.07714465852587,5,1,1
Present,16,Dynamic,2,0.830126112905418,5,1,0
Absent,12,Dynamic,1,0.830105499529964,5,1,0
Absent,16,Dynamic,1,0.594778347402098,5,1,0
Present,8,Dynamic,2,0.477126588741157,5,1,0
Present,8,Dynamic,1,0.288911770287086,5,1,1
Absent,16,Dynamic,1,0.241849800509954,5,1,0
Absent,8,Dynamic,2,0.583002566312643,5,1,1
Present,12,Dynamic,1,0.971248323208783,5,1,1
Present,16,Dynamic,1,1.03009562790976,5,1,1
Absent,8,Dynamic,1,0.877159079000194,5,1,0
Absent,16,Dynamic,1,0.559482842792931,5,1,0
Absent,12,Dynamic,1,0.771252227812511,5,1,0
Absent,16,Dynamic,1,0.6535993921716,5,1,0
Present,16,Dynamic,1,0.59479816849489,5,1,1
Absent,8,Dynamic,1,1.07713536533083,5,1,0
Present,12,Dynamic,1,0.724254385790118,5,1,1
Present,12,Dynamic,2,0.865363163382426,5,1,0
Absent,16,Dynamic,1,0.571298927696262,5,1,0
Absent,12,Dynamic,2,0.630078821568532,5,1,1
Present,8,Dynamic,2,0.700696107423937,5,1,0
Present,8,Dynamic,2,0.783001967172822,5,1,0
Absent,12,Dynamic,2,0.782960309694317,5,1,1
Present,16,Dynamic,2,0.712426524249167,5,1,0
Absent,8,Dynamic,2,0.947721224212728,5,1,1
Present,8,Dynamic,1,0.806559433875009,5,1,1
Present,12,Dynamic,1,0.783002290634613,5,1,1
Absent,12,Dynamic,2,0.853605221176622,5,1,1
Present,16,Dynamic,1,0.559474058851265,5,1,1
Present,12,Dynamic,1,0.630076350487798,5,1,1
Absent,8,Dynamic,1,0.771251245732856,5,1,0
Absent,8,Dynamic,2,0.700717056291978,5,1,1
Present,8,Dynamic,1,2.18303042718435,5,1,1
Present,8,Dynamic,1,0.641835738249938,5,1,1
Present,16,Dynamic,1,1.39482340557879,5,1,1
Absent,12,Dynamic,1,1.40656607989149,5,1,0
Present,8,Dynamic,1,0.900649375129433,5,1,1
Present,8,Dynamic,1,1.25359085583841,5,1,1
Absent,16,Dynamic,1,1.43008041281428,5,1,0
Present,8,Dynamic,1,1.17117502322253,5,1,1
Absent,8,Dynamic,1,1.52421172083268,5,1,0
Present,12,Dynamic,1,1.39486178766492,5,1,1
Absent,12,Dynamic,2,1.94771861278787,5,1,1
Absent,16,Dynamic,2,2.32424628820263,5,1,1
Present,16,Dynamic,2,3.57126844270169,5,1,0
Absent,12,Dynamic,2,2.1595692981391,5,1,1
Present,12,Dynamic,1,1.15948537168151,5,1,1
Present,12,Dynamic,1,1.74771111434166,5,1,1
Present,16,Dynamic,2,2.43010662730194,5,1,0
Present,12,Dynamic,2,2.3712657888409,5,1,0
Present,12,Dynamic,2,1.91250680173289,5,1,0
Absent,16,Dynamic,1,2.03007018532298,5,1,0
Absent,16,Dynamic,2,2.230070373118,5,1,1
Present,16,Dynamic,2,1.46546144248168,5,1,0
Absent,12,Dynamic,2,2.35950249614143,5,1,1
Present,16,Dynamic,2,1.841838199638,5,1,0
Absent,8,Dynamic,2,1.74774824568522,5,1,1
Absent,12,Dynamic,2,2.19480279988784,5,1,1
Absent,16,Dynamic,2,1.30066112637178,5,1,1
Absent,8,Dynamic,2,1.7595032830759,5,1,1
Absent,8,Dynamic,2,1.2065505567025,5,1,1
Absent,16,Static,2,2.33602535236787,5,1,1
Present,12,Static,1,1.10065707640751,5,1,1
Absent,8,Static,2,1.54771834713392,5,1,1
Present,12,Static,1,0.630074470529507,5,1,1
Absent,16,Static,2,1.88891161757965,5,1,1
Absent,8,Static,2,1.18302981334091,5,1,1
Present,12,Static,1,0.888892728446081,5,1,1
Present,16,Static,1,0.641865852663614,5,1,1
Absent,12,Static,2,1.60653813648241,5,1,1
Absent,16,Static,2,1.32419220549127,5,1,1
Absent,16,Static,2,1.88893365679542,5,1,1
Present,8,Static,1,0.606555992742869,5,1,1
Present,16,Static,1,0.747819215268464,5,1,1
Absent,16,Static,2,1.45364177376359,5,1,1
Present,12,Static,1,0.5830250766885,5,1,1
Absent,12,Static,2,1.20657097459662,5,1,1
Absent,8,Static,2,1.00654492050489,5,1,1
Present,16,Static,1,1.3124530043915,5,1,1
Absent,8,Static,2,0.700917211339402,5,1,1
Absent,12,Static,2,0.877140718499504,5,1,1
Present,8,Static,1,0.959492311085341,5,1,1
Absent,12,Static,2,1.63010015137297,5,1,1
Present,12,Static,1,0.747747486482695,5,1,1
Absent,12,Static,2,1.73593703510596,5,1,1
Present,16,Static,1,0.571247784549996,5,1,1
Present,8,Static,1,0.971263545990951,5,1,1
Present,16,Static,1,0.535960417626484,5,1,1
Present,8,Static,1,0.806541439607827,5,1,1
Absent,8,Static,2,1.13598341419856,5,1,1
Present,8,Static,1,0.641831400243973,5,1,1
Absent,8,Static,2,0.900668672602478,5,1,1
Present,8,Static,1,0.559484321431228,5,1,1
Absent,16,Static,2,2.13601501192898,5,1,1
Present,12,Static,1,0.677131570997517,5,1,1
Present,12,Static,1,0.983002852015488,5,1,1
Present,16,Static,1,1.31248671231151,5,1,1
Absent,8,Static,2,1.07712751368308,5,1,1
Absent,12,Static,1,0.571248638983889,5,1,0
Absent,12,Static,2,1.58302675581945,5,1,1
Absent,8,Static,2,0.877129267999408,5,1,1
Present,8,Static,1,0.841849311638725,5,1,1
Present,8,Static,1,1.05363229778595,5,1,1
Present,8,Static,1,0.488885546110396,5,1,1
Absent,8,Static,2,1.12419634801518,5,1,1
Present,16,Static,1,0.606529851100277,5,1,1
Present,12,Static,1,1.05363095214125,5,1,1
Present,16,Static,1,0.641829628217238,5,1,1
Absent,12,Static,2,1.50082443577958,5,1,1
Absent,8,Static,2,1.35947582553126,5,1,1
Absent,12,Static,2,1.26537466668015,5,1,1
Absent,16,Static,2,1.53598296309065,5,1,1
Present,12,Static,1,0.912486110832106,5,1,1
Present,16,Static,1,0.547687242951724,5,1,1
Present,16,Static,1,0.59479660197394,5,1,1
Absent,16,Static,2,1.84183925957768,5,1,1
Present,12,Static,1,0.653615433968298,5,1,1
Absent,12,Static,2,1.74774659161449,5,1,1
Absent,16,Static,2,2.01832801692035,5,1,1
Absent,16,Static,2,2.45364540001719,5,1,1
Present,8,Static,1,0.535919293795814,5,1,1
Absent,16,Static,2,1.53592786254194,5,1,1
Present,12,Static,1,0.535985947764857,5,1,1
Absent,16,Static,2,1.73597611892001,5,1,1
Present,8,Static,1,0.547684739458418,5,1,1
Present,12,Static,1,0.618332843796452,5,1,1
Absent,12,Static,2,1.71244852336713,5,1,1
Present,16,Static,1,0.677134874124022,5,1,1
Present,16,Static,1,1.06536914543176,5,1,1
Absent,16,Static,2,1.52418614057206,5,1,1
Present,16,Static,1,0.700661028797185,5,1,1
Absent,8,Static,2,1.07712983439342,5,1,1
Absent,12,Static,2,2.33595717698881,5,1,1
Present,16,Static,1,0.688838988911812,5,1,1
Present,16,Static,1,0.571233667487832,5,1,1
Present,8,Static,1,0.59483919943159,5,1,1
Present,8,Static,1,0.77128707119482,5,1,1
Present,8,Static,1,0.594786339395796,5,1,1
Present,12,Static,1,0.54780261209271,5,1,1
Absent,8,Static,2,1.37125878928782,5,1,1
Present,12,Static,1,1.05360817377368,5,1,1
Absent,16,Static,2,1.88890975533104,5,1,1
Absent,12,Static,2,1.32421018706009,5,1,1
Present,12,Static,1,0.665416304107566,5,1,1
Absent,16,Static,2,1.33596359811963,5,1,1
Absent,8,Static,2,1.0065507321342,5,1,1
Absent,8,Static,2,1.03009266796289,5,1,1
Absent,8,Static,2,0.783005977036737,5,1,1
Absent,12,Static,2,0.888938435886303,5,1,1
Present,8,Static,1,0.547685533745607,5,1,1
Absent,12,Static,2,1.19477999111041,5,1,1
Absent,8,Dynamic,2,1.7594060261581,6,1,1
Absent,12,Dynamic,2,1.83007234296383,6,1,1
Absent,16,Dynamic,2,2.32420309962527,6,1,1
Present,16,Dynamic,1,1.74775594963558,6,1,1
Present,12,Dynamic,1,0.865377436159179,6,1,1
Present,8,Dynamic,1,0.677143645702017,6,1,1
Present,12,Dynamic,1,0.935983589630268,6,1,1
Absent,12,Dynamic,2,1.34771826426277,6,1,1
Absent,12,Dynamic,2,1.72419376165362,6,1,1
Present,8,Dynamic,1,1.771257237805,6,1,1
Absent,12,Dynamic,2,2.48890953746195,6,1,1
Present,16,Dynamic,1,1.26539760043033,6,1,1
Absent,12,Dynamic,2,1.91245322994564,6,1,1
Present,12,Dynamic,2,2.48892183772023,6,1,0
Absent,8,Dynamic,2,2.50070141548167,6,1,1
Present,8,Dynamic,1,0.794789830316404,6,1,1
Absent,16,Dynamic,2,2.0653859768363,6,1,1
Present,12,Dynamic,1,1.55948962213643,6,1,1
Absent,16,Dynamic,2,2.06539551296191,6,1,1
Present,8,Dynamic,1,0.747714976175303,6,1,1
Absent,8,Dynamic,2,2.70083226737825,6,1,1
Present,16,Dynamic,1,2.28880470457261,6,1,1
Absent,16,Dynamic,2,2.35949953886575,6,1,1
Absent,8,Dynamic,2,3.44186172484297,6,1,1
Present,16,Dynamic,1,1.51241206100349,6,1,1
Absent,16,Dynamic,2,2.25361343638724,6,1,1
Present,8,Dynamic,1,1.25373363708059,6,1,1
Present,16,Dynamic,1,2.57126708937358,6,1,1
Absent,8,Dynamic,2,4.91247756982193,6,1,1
Present,12,Dynamic,1,1.58300727790356,6,1,1
Absent,8,Static,2,1.41834889093843,6,1,1
Absent,16,Static,2,2.14774182990095,6,1,1
Absent,12,Static,2,1.50067885498356,6,1,1
Present,16,Static,1,1.93595206207283,6,1,1
Present,12,Static,1,0.524269142088997,6,1,1
Absent,12,Static,2,1.91242689282262,6,1,1
Present,16,Static,1,0.629965790845745,6,1,1
Absent,16,Static,2,1.75948590031476,6,1,1
Present,16,Static,1,1.60653225434635,6,1,1
Present,8,Static,1,0.924191698913091,6,1,1
Present,8,Static,2,0.71242844129938,6,1,0
Absent,8,Static,1,0.618295456823944,6,1,0
Absent,12,Static,2,1.55948436654126,6,1,1
Absent,12,Static,2,1.48891100373658,6,1,1
Absent,8,Static,2,1.38301586636408,6,1,1
Absent,8,Static,2,0.618303904939239,6,1,1
Absent,16,Static,2,2.80658133742327,6,1,1
Absent,12,Static,2,2.05363723760456,6,1,1
Present,16,Static,1,1.20654534153982,6,1,1
Present,16,Static,1,0.630034254265411,6,1,1
Present,12,Static,1,0.50070199925085,6,1,1
Present,12,Static,1,0.735941471019032,6,1,1
Present,8,Static,1,0.783019866204086,6,1,1
Present,12,Static,2,0.888925724615547,6,1,0
Absent,8,Static,2,2.58306851621637,6,1,1
Present,8,Static,1,0.653604108440049,6,1,1
Present,12,Static,1,1.32421803135639,6,1,1
Present,8,Static,1,0.818349637442225,6,1,1
Absent,16,Static,2,2.86541607621439,6,1,1
Absent,16,Static,2,2.87715250248948,6,1,1
Absent,12,Dynamic,-1,4.99418643362696,6,1,0
Present,8,Dynamic,1,1.68890687858857,6,1,1
Present,8,Dynamic,1,2.18304889762112,6,1,1
Present,12,Dynamic,2,2.87715149768428,6,1,0
Present,8,Dynamic,1,0.806547233528363,6,1,1
Present,16,Dynamic,1,3.11246954274156,6,1,1
Absent,12,Dynamic,2,2.64185569500933,6,1,1
