target,setsize,dyn,resp,rt,sub,exp,correct
Absent,16,Dynamic,2,2.30068879209466,6,1,1
Present,12,Dynamic,1,1.07715260307032,6,1,1
Present,12,Dynamic,1,1.90067473217368,6,1,1
Present,8,Dynamic,1,1.67718542347484,6,1,1
Absent,8,Dynamic,2,3.51244875660814,6,1,1
Present,16,Dynamic,1,1.93596773830268,6,1,1
Absent,8,Dynamic,2,3.87716110632209,6,1,1
Present,16,Dynamic,1,2.15953181827263,6,1,1
Present,8,Dynamic,1,2.41834750987437,6,1,1
Absent,12,Dynamic,2,3.4771561818734,6,1,1
Present,8,Dynamic,1,1.99479687798612,6,1,1
Absent,16,Dynamic,-1,4.99421436467037,6,1,0
Absent,16,Dynamic,2,2.52424351137142,6,1,1
Absent,12,Dynamic,2,2.31246815432587,6,1,1
Present,12,Dynamic,1,3.05373447180045,6,1,1
Present,8,Dynamic,1,2.2301069631294,6,1,1
Absent,16,Dynamic,1,3.87718594977014,6,1,0
Absent,12,Static,2,1.50067886500801,6,1,1
Absent,8,Static,2,1.2653882350578,6,1,1
Absent,8,Static,2,0.618281625131203,6,1,1
Absent,8,Static,2,0.641841457318151,6,1,1
Absent,12,Static,2,0.994778051673165,6,1,1
Absent,16,Static,2,1.37126315235491,6,1,1
Present,8,Static,1,0.57130980445254,6,1,1
Present,12,Static,1,0.547708781268739,6,1,1
Absent,16,Static,2,1.4301792285687,6,1,1
Absent,16,Static,2,1.66541213886103,6,1,1
Present,8,Static,1,0.535947974684859,6,1,1
Present,16,Static,1,0.477101735268661,6,1,1
Present,12,Static,1,0.524200505577028,6,1,1
Present,16,Static,1,1.07715972525693,6,1,1
Present,8,Static,1,0.488925057975393,6,1,1
Absent,12,Static,2,0.912438047596879,6,1,1
Present,8,Static,1,0.912444485767992,6,1,1
Present,12,Static,1,0.959531655205865,6,1,1
Present,12,Static,1,0.70065350027744,6,1,1
Absent,16,Static,2,1.84184170559547,6,1,1
Present,8,Static,2,0.759516648287899,6,1,0
Present,12,Static,1,0.606555386249966,6,1,1
Absent,8,Static,2,1.27716518134639,6,1,1
Present,16,Static,1,1.4183364476612,6,1,1
Present,16,Static,1,1.25363420514441,6,1,1
Absent,8,Static,2,0.641859559516888,6,1,1
Absent,12,Static,2,1.08891336688248,6,1,1
Absent,16,Static,2,2.14773884522583,6,1,1
Absent,12,Static,2,1.0065575114786,6,1,1
Present,16,Static,2,1.1712455918223,6,1,0
Absent,8,Static,2,1.01832995402037,6,1,1
Present,16,Static,1,0.947700162399997,6,1,1
Absent,8,Static,2,1.50067580514769,6,1,1
Present,16,Static,1,0.653700117288281,6,1,1
Present,8,Static,1,0.55947415141236,6,1,1
Absent,12,Static,2,1.55949064933066,6,1,1
Absent,8,Static,2,1.53598156698808,6,1,1
Present,8,Static,1,0.712437200512795,6,1,1
Present,8,Static,1,1.00654861225303,6,1,1
Absent,16,Static,2,1.98303921145998,6,1,1
Present,12,Static,1,0.841827896625546,6,1,1
Absent,16,Static,2,2.05361638631075,6,1,1
Absent,12,Static,2,1.68890806650961,6,1,1
Present,8,Static,2,0.806533033929554,6,1,0
Absent,12,Static,2,1.21831854094489,6,1,1
Present,8,Static,1,0.630077418114524,6,1,1
Absent,8,Static,2,0.818334485166815,6,1,1
Absent,8,Static,2,2.00655431595078,6,1,1
Present,16,Static,2,1.50072111394002,6,1,0
Present,12,Static,1,0.783022683467607,6,1,1
Absent,12,Static,2,1.74774019086999,6,1,1
Absent,16,Static,2,1.93597799854342,6,1,1
Present,16,Static,1,1.33595738282838,6,1,1
Present,12,Static,1,0.983055975366369,6,1,1
Present,12,Static,2,0.947724722817838,6,1,0
Present,12,Static,1,1.34773089299688,6,1,1
Absent,16,Static,2,1.19477644772815,6,1,1
Absent,12,Static,2,1.8300927682094,6,1,1
Absent,16,Static,2,1.38306452138931,6,1,1
Present,16,Static,1,1.31243223062029,6,1,1
Absent,12,Dynamic,2,2.60657652825921,6,1,1
Present,16,Dynamic,1,1.24184533953576,6,1,1
Present,12,Dynamic,1,1.18305325367055,6,1,1
Present,16,Dynamic,1,1.9948000805316,6,1,1
Present,12,Dynamic,1,1.54777148017456,6,1,1
Absent,16,Dynamic,2,1.6536071963701,6,1,1
Present,12,Dynamic,1,0.900675028236037,6,1,1
Absent,8,Dynamic,2,1.33597183070378,6,1,1
Present,8,Dynamic,1,0.830074017081643,6,1,1
Present,8,Dynamic,1,0.559485582198249,6,1,1
Present,12,Dynamic,1,1.06538316525348,6,1,1
Absent,8,Dynamic,2,2.28892666459524,6,1,1
Present,16,Dynamic,1,0.747699753727829,6,1,1
Absent,12,Dynamic,2,1.52421026224511,6,1,1
Absent,16,Dynamic,2,1.74776397938967,6,1,1
Absent,8,Dynamic,2,1.52432806203251,6,1,1
Absent,12,Dynamic,2,3.15952445749917,6,1,1
Absent,16,Dynamic,2,2.32419132566156,6,1,1
Absent,12,Dynamic,2,3.41832618742046,6,1,1
Absent,8,Dynamic,2,3.1124483753365,6,1,1
Present,16,Dynamic,1,2.53596112436571,6,1,1
Absent,16,Dynamic,2,2.04185488067378,6,1,1
Present,8,Dynamic,1,1.06536952636816,6,1,1
Present,12,Dynamic,1,2.31242225875667,6,1,1
Present,8,Dynamic,1,0.782971930950225,6,1,1
Present,16,Dynamic,1,2.66545096169921,6,1,1
Present,8,Dynamic,1,1.52421496648458,6,1,1
Absent,12,Dynamic,2,2.3006893885622,6,1,1
Absent,16,Dynamic,2,2.34773762956866,6,1,1
Absent,8,Dynamic,2,3.48892693024845,6,1,1
Present,8,Static,1,1.2065361462528,6,1,1
Absent,16,Static,2,1.88891354732641,6,1,1
Present,8,Static,1,0.641740391362873,6,1,1
Present,16,Static,1,0.665378613723078,6,1,1
Present,8,Static,1,0.806502558962165,6,1,1
Present,16,Static,1,0.512391493072755,6,1,1
Absent,8,Static,2,1.1712373111186,6,1,1
Absent,16,Static,2,1.15950251117829,6,1,1
Present,12,Static,1,0.630070578623418,6,1,1
Absent,12,Static,2,0.747722224337849,6,1,1
Present,12,Static,1,0.547710595397803,6,1,1
Absent,12,Static,2,0.747711993837584,6,1,1
Present,8,Static,1,0.830121944985876,6,1,1
Absent,12,Static,2,0.66534867273549,6,1,1
Present,16,Static,2,1.33594957094283,6,1,0
Absent,12,Static,2,1.00657886400404,6,1,1
Present,12,Static,1,0.759525798463073,6,1,1
Absent,8,Static,2,0.712400121632527,6,1,1
Present,12,Static,1,1.38303414666734,6,1,1
Absent,16,Static,2,2.10070501934752,6,1,1
Absent,8,Static,2,1.10067114601952,6,1,1
Absent,16,Static,2,1.88898093075659,6,1,1
Absent,12,Static,2,1.18304273780086,6,1,1
Present,12,Static,1,0.841814102692297,6,1,1
Absent,8,Static,2,1.17124640849943,6,1,1
Present,8,Static,1,0.583021209507933,6,1,1
Absent,8,Static,2,0.74771822182629,6,1,1
Present,16,Static,1,0.947727050877802,6,1,1
Present,16,Static,1,1.27715796359007,6,1,1
Absent,16,Static,2,2.24187307276043,6,1,1
Absent,12,Static,2,2.95602204924103,7,1,1
Absent,16,Static,2,3.3242011822415,7,1,1
Absent,8,Static,2,1.85360393300857,7,1,1
Absent,16,Static,2,3.48890360286305,7,1,1
Present,16,Static,1,1.72418522064277,7,1,1
Present,8,Static,1,0.571262277870119,7,1,1
Absent,8,Static,2,2.70069636305311,7,1,1
Present,16,Static,1,2.44183222961829,7,1,1
Absent,16,Static,2,2.97125416758558,7,1,1
Absent,16,Static,2,2.71245017977549,7,1,1
Present,12,Static,1,0.700659702869189,7,1,1
Absent,12,Static,2,2.7830509580233,7,1,1
Absent,12,Static,2,2.80652650520278,7,1,1
Present,8,Static,1,0.618320190334771,7,1,1
Present,8,Static,1,0.947718650546904,7,1,1
Absent,12,Static,2,2.45362976188085,7,1,1
Present,8,Static,1,0.500672020503771,7,1,1
Present,12,Static,1,0.900686488762176,7,1,1
Present,12,Static,1,0.712419060889715,7,1,1
Absent,8,Static,2,1.92421869532382,7,1,1
Absent,8,Static,2,2.5124572922723,7,1,1
Present,16,Static,1,0.853598071255419,7,1,1
Present,12,Static,1,1.07719916995825,7,1,1
Absent,8,Static,2,1.90070740521674,7,1,1
Present,12,Static,1,0.535950535985194,7,1,1
Absent,12,Static,2,2.05365877792701,7,1,1
Present,16,Static,1,0.865412419552058,7,1,1
Present,8,Static,1,1.00654249720969,7,1,1
Present,16,Static,1,1.38302348510661,7,1,1
Absent,16,Static,2,2.31248218383894,7,1,1
Present,12,Dynamic,1,2.19479432169805,7,1,1
Absent,16,Dynamic,2,4.05360864727231,7,1,1
Absent,16,Dynamic,2,3.28891016667671,7,1,1
Present,12,Dynamic,1,1.4065860516871,7,1,1
Present,12,Dynamic,1,1.58303735422464,7,1,1
Absent,8,Dynamic,2,2.18302010946923,7,1,1
Absent,12,Dynamic,1,1.35953030956148,7,1,0
Absent,8,Dynamic,2,2.85363290461214,7,1,1
Present,16,Dynamic,1,0.665364268433677,7,1,1
Absent,8,Dynamic,1,2.17127239743104,7,1,0
Present,8,Dynamic,1,0.865345705435402,7,1,1
Present,8,Dynamic,1,1.40655459664117,7,1,1
Present,16,Dynamic,1,2.14772120148905,7,1,1
Present,12,Dynamic,1,1.71245946261138,7,1,1
Absent,12,Dynamic,2,2.73596910900824,7,1,1
Absent,12,Dynamic,2,2.51243918806927,7,1,1
Absent,12,Dynamic,2,3.67715305885804,7,1,1
Present,16,Dynamic,1,0.900722003461851,7,1,1
Absent,8,Dynamic,2,2.73600711483573,7,1,1
Present,16,Dynamic,1,1.55948690044193,7,1,1
Absent,16,Dynamic,2,2.33597361275406,7,1,1
Absent,8,Dynamic,2,2.53598790792012,7,1,1
Present,8,Dynamic,1,1.24185160728734,7,1,1
Absent,12,Dynamic,2,4.65363841282874,7,1,1
Absent,16,Dynamic,2,3.44185002873746,7,1,1
Present,12,Dynamic,1,1.39481735569507,7,1,1
Present,8,Dynamic,1,1.80656409768017,7,1,1
Absent,16,Dynamic,2,3.55952713174406,7,1,1
Present,8,Dynamic,1,1.74770841269537,7,1,1
Present,16,Dynamic,1,2.95953037472191,7,1,1
Present,8,Dynamic,1,0.747704798804989,7,1,1
Present,8,Dynamic,1,0.66536480007494,7,1,1
Absent,12,Dynamic,2,3.7242387623553,7,1,1
Present,8,Dynamic,1,0.924193380716588,7,1,1
Absent,8,Dynamic,2,2.80659015177343,7,1,1
Absent,16,Dynamic,2,2.51249069945379,7,1,1
Absent,8,Dynamic,2,2.30067859701535,7,1,1
Absent,8,Dynamic,2,2.99480610802561,7,1,1
Absent,16,Dynamic,2,3.45361400311435,7,1,1
Present,12,Dynamic,1,2.70069761112336,7,1,1
Present,16,Dynamic,2,4.04192157474063,7,1,0
Absent,16,Dynamic,2,3.43009707380156,7,1,1
Present,12,Dynamic,1,1.28893772948118,7,1,1
Absent,16,Dynamic,2,2.73597474019425,7,1,1
Present,12,Dynamic,1,2.47714758071538,7,1,1
Present,12,Dynamic,1,0.865341953873212,7,1,1
Absent,8,Dynamic,1,3.27715228695934,7,1,0
Present,16,Dynamic,1,1.08887986446666,7,1,1
Present,8,Dynamic,1,1.05361575709594,7,1,1
Absent,8,Dynamic,2,4.28894895442795,7,1,1
Absent,16,Dynamic,2,2.94774322834155,7,1,1
Absent,12,Dynamic,1,2.15950832046838,7,1,0
Absent,12,Dynamic,1,3.10071707901443,7,1,0
Absent,12,Dynamic,2,3.72420870842279,7,1,1
Absent,12,Dynamic,2,2.52421167806119,7,1,1
Present,16,Dynamic,1,1.24182709699198,7,1,1
Present,16,Dynamic,1,1.94776243057936,7,1,1
Present,8,Dynamic,1,2.54776102478763,7,1,1
Present,12,Dynamic,1,0.60653816889544,7,1,1
Present,16,Dynamic,1,0.594772580548124,7,1,1
Absent,8,Static,2,1.75950049622065,7,1,1
Absent,12,Static,2,2.18302955771196,7,1,1
Present,12,Static,1,0.794771971717182,7,1,1
Absent,8,Static,2,1.30065642981731,7,1,1
Present,12,Static,1,1.4065413266635,7,1,1
Absent,16,Static,2,2.85368961645645,7,1,1
Absent,12,Static,2,1.32419916728486,7,1,1
Present,16,Static,1,0.771274510295143,7,1,1
Present,8,Static,1,0.771261678729616,7,1,1
Present,16,Static,1,0.877176263608362,7,1,1
Present,8,Static,1,1.08890402155976,7,1,1
Absent,12,Static,2,1.99479575021201,7,1,1
Absent,12,Static,2,2.15950335090997,7,1,1
Absent,8,Static,2,2.1947824147403,7,1,1
Present,12,Static,1,0.665416712779916,7,1,1
Present,8,Static,1,0.853610724716191,7,1,1
Absent,16,Static,2,2.70070691400838,7,1,1
Absent,12,Static,2,1.77127133515114,7,1,1
Absent,16,Static,2,1.83007621248271,7,1,1
Absent,16,Static,2,1.77125737547703,7,1,1
Present,8,Static,1,0.677202641164058,7,1,1
Present,12,Static,1,0.759472119079646,7,1,1
Present,8,Static,1,0.512497017663236,7,1,1
Present,16,Static,1,0.724205046748466,7,1,1
Absent,16,Static,2,2.65362443343975,7,1,1
Absent,8,Static,2,2.14772580046929,7,1,1
Present,16,Static,1,0.830080325266863,7,1,1
Present,12,Static,1,0.559513543316598,7,1,1
Present,16,Static,1,0.500669236321301,7,1,1
Absent,8,Static,2,1.15950390961757,7,1,1
Absent,16,Static,2,1.71248507328028,7,1,1
Present,8,Static,1,0.806550679672,7,1,1
Absent,8,Static,2,1.31243746349355,7,1,1
Present,8,Static,1,0.688903499943308,7,1,1
Absent,16,Static,2,2.57127473585024,7,1,1
Present,8,Static,1,0.583037983439226,7,1,1
Absent,12,Static,2,2.54771597396257,7,1,1
Absent,12,Static,2,1.64183048800055,7,1,1
Absent,8,Static,2,1.21826273131887,7,1,1
Present,8,Static,1,0.606530708208766,7,1,1
Absent,8,Static,2,1.06545281659555,7,1,1
Present,12,Static,1,1.07715997587388,7,1,1
Absent,16,Static,2,4.45363381919515,7,1,1
Present,12,Static,1,0.735961074242596,7,1,1
Present,12,Static,1,0.735951931752197,7,1,1
Present,16,Static,1,0.618378105138618,7,1,1
Present,16,Static,1,0.571250308425306,7,1,1
Present,16,Static,1,0.630071039757922,7,1,1
Present,12,Static,1,1.64177430478981,7,1,1
Present,16,Static,1,1.07713548328888,7,1,1
Present,8,Static,1,0.794800013032045,7,1,1
Absent,16,Static,2,3.218337109289,7,1,1
Absent,12,Static,2,1.15949180717894,7,1,1
Present,12,Static,1,0.735979432069598,7,1,1
Absent,16,Static,2,1.74773198334583,7,1,1
Present,16,Static,1,0.67712237604519,7,1,1
Absent,12,Static,2,1.72421199417226,7,1,1
Absent,8,Static,2,1.31246891352725,7,1,1
Absent,12,Static,2,1.45360944189383,7,1,1
Absent,8,Static,2,1.0300827609251,7,1,1
Present,16,Dynamic,1,3.25360485527722,7,1,1
Absent,16,Dynamic,2,3.83004284038725,7,1,1
Absent,12,Dynamic,2,4.19484703102967,7,1,1
Absent,8,Dynamic,2,3.13598923852692,7,1,1
Present,8,Dynamic,1,0.559501295520477,7,1,1
Present,16,Dynamic,1,1.48891477267398,7,1,1
Absent,8,Dynamic,2,3.32421762769741,7,1,1
Present,16,Dynamic,1,1.40652882858512,7,1,1
Absent,16,Dynamic,2,3.13599133100774,7,1,1
Present,8,Dynamic,1,0.688875398480377,7,1,1
Absent,8,Dynamic,2,3.52422715613739,7,1,1
Absent,12,Dynamic,2,3.08892754943827,7,1,1
Present,16,Dynamic,1,0.582995975098811,7,1,1
Absent,16,Dynamic,2,1.78302349513137,7,1,1
Absent,8,Dynamic,2,2.58304031183388,7,1,1
Present,16,Dynamic,1,1.79483012711262,7,1,1
Absent,12,Dynamic,2,3.38302050778248,7,1,1
Present,8,Dynamic,1,1.90070235780013,7,1,1
Present,12,Dynamic,1,2.99478062266508,7,1,1
Absent,12,Dynamic,2,3.04183294404243,7,1,1
Absent,12,Dynamic,2,1.70068394751092,7,1,1
Present,8,Dynamic,1,1.27715755759186,7,1,1
Present,12,Dynamic,1,0.735960520547223,7,1,1
Present,12,Dynamic,1,0.677196172584445,7,1,1
Absent,16,Dynamic,2,3.74773324377975,7,1,1
Present,8,Dynamic,1,0.759489080471212,7,1,1
Absent,16,Dynamic,2,3.38302327492306,7,1,1
Absent,8,Dynamic,2,2.46536565451015,7,1,1
Present,12,Dynamic,1,2.05362623052702,7,1,1
Present,12,Dynamic,1,3.95953201609291,7,1,1
Absent,8,Dynamic,2,2.5947853118671,7,1,1
Present,16,Dynamic,1,0.877097928570947,7,1,1
Absent,12,Dynamic,2,2.78303564535418,7,1,1
Present,16,Dynamic,1,0.78301099705277,7,1,1
Absent,12,Dynamic,2,2.87715196884346,7,1,1
Present,8,Dynamic,1,1.05360609332297,7,1,1
Absent,8,Dynamic,2,3.43011695771588,7,1,1
Absent,16,Dynamic,2,2.88892922355672,7,1,1
Present,12,Dynamic,1,0.877136746396218,7,1,1
Absent,8,Dynamic,2,2.43010014402103,7,1,1
Present,12,Dynamic,1,0.594768031691274,7,1,1
Present,8,Dynamic,1,1.38309845987806,7,1,1
Present,12,Dynamic,1,1.25364189907168,7,1,1
Absent,8,Dynamic,2,3.19480520313323,7,1,1
Absent,12,Dynamic,2,2.79479969458203,7,1,1
Absent,16,Dynamic,2,4.73598696794102,7,1,1
Present,12,Dynamic,1,2.10067144174673,7,1,1
Absent,16,Dynamic,2,2.98303409119762,7,1,1
Absent,12,Dynamic,2,3.06536236642137,7,1,1
Present,16,Dynamic,1,1.87713721521595,7,1,1
Absent,16,Dynamic,2,3.27716848714499,7,1,1
Present,16,Dynamic,1,1.5244174342215,7,1,1
Present,8,Dynamic,1,0.924207340056455,7,1,1
Absent,12,Dynamic,2,4.59481622524754,7,1,1
Absent,8,Dynamic,2,2.24185964472599,7,1,1
Present,8,Dynamic,1,1.06538980157848,7,1,1
Absent,16,Dynamic,2,2.60654640148095,7,1,1
Present,12,Dynamic,1,0.900678679551675,7,1,1
Present,8,Dynamic,1,1.24182513984397,7,1,1
Present,16,Dynamic,1,0.72416070533518,7,1,1
Present,16,Dynamic,1,1.72424586248849,7,1,1
Present,12,Dynamic,1,1.83009421944644,7,1,1
Present,8,Dynamic,1,0.75949126350838,7,1,1
Absent,8,Dynamic,2,3.18303865241842,7,1,1
Present,8,Dynamic,1,2.33595418730056,7,1,1
Present,16,Dynamic,1,0.594789236522047,7,1,1
Present,8,Dynamic,1,2.48889879102626,7,1,1
Absent,16,Dynamic,2,2.92422259257773,7,1,1
Absent,8,Dynamic,2,3.11247053518309,7,1,1
Absent,8,Dynamic,2,2.77127453034427,7,1,1
Absent,16,Dynamic,2,2.67714640248323,7,1,1
Present,12,Dynamic,1,0.994774577794487,7,1,1
Present,12,Dynamic,1,3.34774497764465,7,1,1
Absent,12,Dynamic,2,4.46539916193797,7,1,1
Absent,16,Dynamic,2,3.57125238586923,7,1,1
Absent,12,Dynamic,2,3.04183858024089,7,1,1
Absent,16,Dynamic,2,4.0301069307161,7,1,1
Present,16,Dynamic,1,0.512492872466282,7,1,1
Absent,12,Dynamic,2,2.94774942859431,7,1,1
Absent,8,Dynamic,2,1.81833362839279,7,1,1
Present,8,Dynamic,1,1.51242228883029,7,1,1
Absent,16,Dynamic,2,3.40657934518913,7,1,1
Absent,12,Dynamic,2,2.91242244421301,7,1,1
Present,12,Dynamic,1,0.794776329771139,7,1,1
Present,16,Dynamic,1,2.07715411412073,7,1,1
Absent,8,Dynamic,2,2.58306291476993,7,1,1
Present,8,Dynamic,1,0.794754563559763,7,1,1
Present,12,Dynamic,1,0.488886320347774,7,1,1
Absent,12,Dynamic,2,3.23009742733802,7,1,1
Present,16,Dynamic,1,4.71254713595454,7,1,1
Present,16,Static,1,1.18311127874586,7,1,1
Present,8,Static,1,0.606556386042939,7,1,1
Present,12,Static,1,0.618328686235145,7,1,1
Absent,16,Static,2,1.87717636118214,7,1,1
Present,16,Static,1,0.771234331455616,7,1,1
Present,16,Static,1,0.771251821814985,7,1,1
Present,12,Static,1,0.50063602462069,7,1,1
Absent,8,Static,2,0.971257453335056,7,1,1
Absent,12,Static,2,1.40653836704951,7,1,1
Present,12,Static,1,0.571253222928135,7,1,1
Absent,16,Static,2,1.75950789943226,7,1,1
Absent,12,Static,2,1.38299951113095,7,1,1
Absent,8,Static,2,1.08890188864598,7,1,1
Absent,12,Static,2,1.1124933011879,7,1,1
Present,8,Static,1,0.559471226550613,7,1,1
Present,12,Static,1,0.983024395011853,7,1,1
Absent,8,Static,2,1.24185417861281,7,1,1
Absent,16,Static,2,1.38299467690513,7,1,1
Absent,8,Static,2,0.877132756580977,7,1,1
Present,12,Static,1,0.524190049855861,7,1,1
Absent,16,Static,2,2.07716023918829,7,1,1
Absent,8,Static,2,0.712415381839492,7,1,1
Present,8,Static,1,0.453593304529022,7,1,1
Present,8,Static,1,0.712421789936343,7,1,1
Present,8,Static,2,0.677141738677165,7,1,0
Absent,12,Static,2,1.18301702187409,7,1,1
Present,16,Static,1,0.688884104898079,7,1,1
Present,16,Static,1,0.688954525465761,7,1,1
Absent,12,Static,2,0.935946711577344,7,1,1
Absent,16,Static,2,1.17127126731748,7,1,1
Absent,8,Dynamic,2,1.86536628339081,7,1,1
Absent,8,Dynamic,2,2.06537677453207,7,1,1
Present,16,Dynamic,1,1.347739577026,7,1,1
Present,16,Dynamic,1,2.73600318516901,7,1,1
Absent,12,Dynamic,1,3.40654654182617,7,1,0
Absent,8,Dynamic,2,1.97125358114272,7,1,1
Absent,16,Dynamic,2,4.2536170853632,7,1,1
Absent,8,Dynamic,2,1.85362052382197,7,1,1
Absent,16,Dynamic,2,2.183039286645,7,1,1
Present,12,Dynamic,1,0.6771509262785,7,1,1
Absent,12,Dynamic,2,4.93599768664217,7,1,1
Absent,12,Dynamic,2,3.35950328040326,7,1,1
Present,12,Dynamic,1,0.841828039644497,7,1,1
Present,16,Dynamic,1,1.66533841015553,7,1,1
Present,8,Dynamic,1,0.712459878634945,7,1,1
Present,8,Dynamic,1,1.01832027053206,7,1,1
Absent,16,Dynamic,2,3.78305670716645,7,1,1
Absent,16,Dynamic,2,3.26536094058065,7,1,1
Present,16,Dynamic,1,0.888879035092941,7,1,1
Present,8,Dynamic,1,1.13594135840822,7,1,1
Present,8,Dynamic,1,0.794799867674556,7,1,1
Absent,8,Dynamic,2,3.01832367123143,7,1,1
Absent,12,Dynamic,2,2.68891319379009,7,1,1
Present,16,Dynamic,1,0.653592274328275,7,1,1
Present,12,Dynamic,1,1.24185958223916,7,1,1
Absent,12,Dynamic,2,3.01833800382292,7,1,1
Absent,16,Dynamic,2,4.74775213759176,7,1,1
Present,8,Dynamic,1,0.841850539994994,7,1,1
Present,12,Dynamic,1,1.4418451741285,7,1,1
Present,12,Dynamic,1,0.853609073320513,7,1,1
Present,12,Static,1,0.771306719530003,7,1,1
Absent,8,Static,2,0.853610875420145,7,1,1
Absent,12,Static,2,1.37124529843413,7,1,1
Present,8,Static,1,0.912426145985592,7,1,1
Present,16,Static,1,0.606532793004135,7,1,1
Present,12,Static,1,0.665352078780415,7,1,1
Present,8,Static,1,0.865345845780666,7,1,1
Present,16,Static,1,1.20653025709953,7,1,1
Absent,16,Static,2,1.93594623540594,7,1,1
Present,16,Static,1,0.865372117743391,7,1,1
Absent,16,Static,2,1.72418909016187,7,1,1
Absent,8,Static,2,1.20654194318013,7,1,1
Present,12,Static,1,1.12420428253517,7,1,1
Absent,8,Static,2,1.17124451149812,7,1,1
Absent,12,Static,2,1.63011642640868,7,1,1
Present,8,Static,1,0.594775798464525,7,1,1
Absent,12,Static,2,1.9359774044151,7,1,1
Present,8,Static,1,0.583026041395442,7,1,1
Absent,12,Static,2,1.95951024520309,7,1,1
Absent,16,Static,2,1.71243811041813,7,1,1
Absent,16,Static,2,1.39479745407061,7,1,1
Present,8,Static,1,0.712461462531337,7,1,1
Absent,8,Static,2,1.65359017182254,7,1,1
Present,16,Static,1,1.00654384018026,7,1,1
Present,12,Static,1,1.10065247742796,7,1,1
Present,12,Static,1,0.630069784336229,7,1,1
Present,16,Static,1,0.641850935635375,7,1,1
Absent,16,Static,2,2.33598034899205,7,1,1
Absent,8,Static,2,1.17125741824884,7,1,1
Absent,12,Static,2,1.38297783547523,7,1,1
Absent,12,Static,2,1.7006950849086,7,1,1
Present,16,Static,1,0.641837440102336,7,1,1
Absent,8,Static,2,1.07718829554005,7,1,1
Absent,16,Static,2,1.12421600871494,7,1,1
Present,12,Static,1,0.677138385428407,7,1,1
Absent,16,Static,2,1.81832128302312,7,1,1
Absent,8,Static,2,1.53597805367872,7,1,1
Absent,16,Static,2,1.65362297752472,7,1,1
Present,16,Static,1,0.935976386911534,7,1,1
Absent,12,Static,2,2.01833031758133,7,1,1
Present,12,Static,1,0.606551717224647,7,1,1
Present,8,Static,1,0.559467492364547,7,1,1
Present,12,Static,1,0.594791850619458,7,1,1
Present,8,Static,1,0.68889452820622,7,1,1
Absent,8,Static,2,0.947741376118756,7,1,1
Present,8,Static,1,0.700637337851276,7,1,1
Absent,16,Static,2,2.27717479733474,7,1,1
Present,16,Static,1,0.571261633618633,7,1,1
Present,12,Static,1,0.630060980010967,7,1,1
Present,12,Static,1,0.947740143419196,7,1,1
Present,8,Static,1,0.771239882444206,7,1,1
Present,16,Static,1,0.712398981494516,7,1,1
Absent,12,Static,2,1.97126382901934,7,1,1
Absent,16,Static,2,1.93596164063592,7,1,1
Present,16,Static,1,1.44185037425405,7,1,1
Absent,12,Static,2,2.04189840273739,7,1,1
Absent,12,Static,2,1.99481406025461,7,1,1
Absent,8,Static,2,1.04182797916246,7,1,1
Present,8,Static,1,0.818313889835736,7,1,1
Absent,8,Static,2,1.52420833751012,7,1,1
Absent,16,Dynamic,2,2.40661844905117,7,1,1
Present,12,Dynamic,1,0.935966577781528,7,1,1
Absent,12,Dynamic,2,2.67714711690769,7,1,1
Present,16,Dynamic,1,1.31240919662378,7,1,1
Present,8,Dynamic,1,0.900668858057088,7,1,1
Present,16,Dynamic,1,1.1359793365009,7,1,1
Present,16,Dynamic,1,0.735938666452967,7,1,1
Absent,8,Dynamic,2,2.21831460659905,7,1,1
Present,12,Dynamic,1,0.724184879803943,7,1,1
Absent,12,Dynamic,2,4.33603512641093,7,1,1
Absent,16,Dynamic,2,3.25401467844222,7,1,1
Absent,16,Dynamic,2,2.06537396762678,7,1,1
Absent,12,Dynamic,2,3.26540051526763,7,1,1
Present,8,Dynamic,1,0.888912800488924,7,1,1
Absent,16,Dynamic,2,2.5948002108521,7,1,1
Absent,8,Dynamic,2,2.12421042765209,7,1,1
Present,16,Dynamic,1,1.9947855100213,7,1,1
Absent,8,Dynamic,2,2.73595440784356,7,1,1
Absent,12,Dynamic,2,2.90066383035582,7,1,1
Present,12,Dynamic,1,2.34772743448912,7,1,1
Present,8,Dynamic,1,1.17124257172645,7,1,1
Absent,16,Dynamic,2,3.04186562176301,7,1,1
Absent,12,Dynamic,2,3.20658468565989,7,1,1
Absent,8,Dynamic,2,2.57124019354296,7,1,1
Present,8,Dynamic,1,0.806543218985553,7,1,1
Present,12,Dynamic,1,0.912434954989294,7,1,1
Absent,8,Dynamic,2,2.55951776603752,7,1,1
Present,8,Dynamic,1,2.14775093229355,7,1,1
Present,12,Dynamic,1,0.830065268226463,7,1,1
Present,16,Dynamic,1,0.783025783427092,7,1,1
Absent,8,Static,2,1.39486091284562,7,1,1
Present,16,Static,1,0.83015468051417,7,1,1
Absent,16,Static,2,3.24186132886916,7,1,1
Absent,12,Static,2,1.84185511357964,7,1,1
Present,8,Static,1,1.11243263929282,7,1,1
Present,16,Static,1,0.630058333500529,7,1,1
Present,8,Static,1,0.688887365585742,7,1,1
Absent,8,Static,2,2.41834310904824,7,1,1
Present,16,Static,1,0.771254215369936,7,1,1
Absent,12,Static,2,2.19481166168771,7,1,1
Present,12,Static,1,0.994791589644137,7,1,1
Present,8,Static,1,1.15946942745813,7,1,1
